Country,ISO,Sec_cntry,Name,Purpose,Admin_unit,Near_city,River,Main_basin,Sub_basin,Status,PVOUT,PV_surface,PV_spcapacity,Dam_hgt,Res_capacity,Res_area,HPP_elec_cap,Transm_exist,Transm_length,Transm_planned,Proj_type,Lifecycle,Storage_typ,Linked_prj,Proj_cost,Proj_status,Study_status,Proj_yr,Yr_recentstudy,Comission_due,Ann_firm_gen,Ann_tot_gen,Prox_irrig,Size_irrig_area,Owner,Autom_EMS/SCADA, PrivateOwnership_RE,Feed_in_tariff_Solar,Feed_in_tariff _ForeignExchg,Guaranteed_Offtake,Competitive_bidding,Winning_bid _offtake,OtherFiscal _incentives_RE,Prioritized_access_grid_RE,Priority_dispatch,Compensation_IPP_offtake,Compensations_lost_generation,Gov_guarantee_payments,Regulatory_Overview,Download,Long,Lat
India,IND,,Ratapani,Irrigation,Madhya Pradesh,O'Ganj,Local,,,Operational since 1962,,29.3,,20.11,19.53,2.93,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Tumaria,Irrigation,Uttaranchal,Kashipur,Dhela,,,Operational since 1962,1476,708.5,,23.32,81.22,70.85,,,,,,,,,,,,,,,,,,,Government of Uttaranchal,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),78.9378,29.3078
India,IND,,Nanak Sagar,Irrigation,Uttaranchal,Nainital,Deoha,,,Operational since 1962,1465,708.5,,16.5,209,70.85,,220/132,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),79.8244,28.9453
India,IND,,Sarda Sagar,Irrigation,Uttar Pradesh,Pili Bhit,Chauba,,,Operational since 1962,1438,576.5,,16.15,406.26,57.65,,,,,,,,,,,,,,,,,,,Government of Uttar Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),80.1003,28.7703
India,IND,,Ohen (Balmiki),Irrigation,Uttar Pradesh,Banda,Ohen,,,Operational since 1962,,648.5,,23.5,38.34,64.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Dhora,Irrigation,Uttar Pradesh,Bareilley,Dhorah,,,Operational since 1962,,554,,14.63,54.794,55.4,,,,,,,,,,,,,,,,,,,Government of Uttar Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Silhata,"Irrigation, Hydropower",Uttar Pradesh,Sonbhadra,Local Nala,,,Operational since 1962,,,,16.2,1.288,,,,,,,,,,,,,,,,,,,,Government of Uttar Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kohira,Irrigation,Bihar,Bhabhua,Kohira,,,Operational since 1962,,55.1,,15,28.33,5.51,,,,,,,,,,,,,,,,,,,Government of Bihar,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Keshwa,Irrigation,Chattisgarh,M'Samund,Local,,,Operational since 1962,,37.8,,24.69,22.96,3.78,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Poidra,Irrigation,Rajasthan,Sirohi,Patganga,,,Operational since 1963,,708.5,,17,4.275,70.85,,,,,,,,,,,,,,,,,,,Government of Rajasthan,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Abhalwad,Irrigation,Gujarat,Jafarbad,Zangarada,,,Operational since 1963,,,,18,1.891,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bangoria,Irrigation,Gujarat,Bharuch,Local Khadi,,,Operational since 1963,,,,17,1.7087,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bharad,Irrigation,Gujarat,Dhari,Bharadia,,,Operational since 1963,,,,19.5,0.917,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bhogavo Ii (Dholi Dhaja),Irrigation,Gujarat,Vadhwan,Kundolvaga,,,Operational since 1963,,,,17,23.35,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ekalia M. I.,Irrigation,Gujarat,Sihor,Bhogawo,,,Operational since 1963,,,,17,2.68,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Gadvel,Irrigation,Gujarat,Limkheda,Kotar,,,Operational since 1963,,,,26.5,3.202,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ghelo (Somnath),Irrigation,Gujarat,Jasdan,Local Stream,,,Operational since 1963,,,,25,3.125,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Godhatad,Irrigation,Gujarat,Lakhpat,Mattiariwali,,,Operational since 1963,,,,20.5,14.65,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Niruna,Irrigation,Gujarat,Nakhatrana,Ghelo,,,Operational since 1963,,,,34,30.19,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Thoralia M. I.,Irrigation,Gujarat,Talaja,Piparala,,,Operational since 1963,,,,18,3.64,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Umri M.I.,Irrigation,Gujarat,Danta,Tr. Of Shetrunji,,,Operational since 1963,,,,17,1.513,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kadambri,Irrigation,Rajasthan,Pali,Local Nalla,,,Operational since 1963,,708.5,,12.5,4.18,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bithan,Irrigation,Rajasthan,Jaswantpur,Banas,,,Operational since 1963,,708.5,,14,6.39,70.85,,,,,,,,,,,,,,,,,,,Government of Rajasthan,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kuna Nala,Irrigation,Madhya Pradesh,Dhar,Buty,,,Operational since 1963,,52.8,,15.54,8.5,5.28,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sindphana,Irrigation,Maharashtra,Patoda,Sindphana,,,Operational since 1963,,50.68,,19.05,12.6,5.068,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bhakra,"Irrigation, Hydropower",Himachal Pradesh,Nangal Township,Sutlej,,,Operational since 1963,1452,1.6835,,226,7190,0.16835,,220/132,,,,,,,,,,,,,,,,,"Govts. of H. P., Punjab, Haryana & Rajas",,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),76.4333,31.4119
India,IND,,Gayathri Reservoir,Irrigation,Karnataka,Hiriyur,Suvamamuki,,,Operational since 1963,,79.3,,17.07,27.6,7.93,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Parbati,Irrigation,Rajasthan,Bari,Parbati,,,Operational since 1963,,708.5,,24.39,115.2,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ashti,Irrigation,Maharashtra,Arvi,Local Nala,,,Operational since 1963,,4.3,,17.31,1.71,0.43,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Goral Tal,Irrigation,Madhya Pradesh,N'Gaon,Local,,,Operational since 1963,,86.66,,21.34,11.25,8.666,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ram Sagar,Irrigation,Madhya Pradesh,Datia,Nicholi,,,Operational since 1963,,26,,13.41,5.866,2.6,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Satighat,Irrigation,Maharashtra,Umrer,Local Nala,,,Operational since 1963,,0.5,,12.22,3.28,0.05,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Musi,Irrigation,Andhra Pradesh,Suryapet,Musi,,,Operational since 1963,1538,253,,28,137.052,25.3,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),79.5169,17.2369
India,IND,,Zurruru,Irrigation,Andhra Pradesh,Banaganapalli,Zurreru,,,Operational since 1963,,14.62,,16,7.34,1.462,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sandyanallah,Irrigation,Tamil Nadu,Uthagamanda,Sandynallah St,,,Operational since 1963,,708.5,,36,26.62,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nunauti,Irrigation,Uttar Pradesh,Mirjapur,Local Nala,,,Operational since 1963,,,,13.71,340.28,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Saroda,Irrigation,Chattisgarh,Kawardha,Local,,,Operational since 1963,1540,40.93,,35.61,37.08,4.093,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),81.1378,21.9828
India,IND,,Dudhawa,Irrigation,Chattisgarh,Kanker,M'Nadi,,,Operational since 1963,1567,448.68,,30.53,288.65,44.868,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),81.7578,20.3053
India,IND,,Hatia,Irrigation,Jharkhand,Hatia,Subarnarekha,,,Operational since 1963,,,,24,34.1,,,,,,,,,,,,,,,,,,,,Government of Bihar,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bhatrajore,Irrigation,Orissa,Junagarh,Bhatrajore,,,Operational since 1963,,6.38,,12.19,4.25,0.638,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bhadar,Irrigation,Gujarat,Gondal,Tr. Of Sabarmati,,,Operational since 1964,1662,,,29,238,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),70.7686,21.8161
India,IND,,Kankara,Irrigation,Gujarat,Mundara,Bhadar,,,Operational since 1964,,,,21,2.68,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Thoriali (Limbdi Bhogavo),Irrigation,Gujarat,Sayla,Phot,,,Operational since 1964,,,,20,30,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Godola,Irrigation,Rajasthan,Pratappur,Local Nalla,,,Operational since 1964,,708.5,,10.97,5.07,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kaladeh,Irrigation,Rajasthan,Chittorgarh,Local Nalla,,,Operational since 1964,,708.5,,15.75,1.71,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Lakri,Irrigation,Rajasthan,Bhilwara,Kothari,,,Operational since 1964,,708.5,,12.28,3.79,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Dharma Reservoir,Irrigation,Karnataka,Hanagal,Dharma,,,Operational since 1964,,65.3,,20.12,23.04,6.53,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Khelocal Nalla,Irrigation,Maharashtra,Silod,Khelocal Nalla,,,Operational since 1964,,36.78,,21,13,3.678,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Salegaon,Irrigation,Maharashtra,Deon,Local Nala,,,Operational since 1964,,7.043,,17.27,3.395,0.7043,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Upper Dudhana,Irrigation,Maharashtra,Jalocal Nalaa,Dudhana,,,Operational since 1964,,4.45,,18,15,0.445,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ambligola,Irrigation,Karnataka,Shikaripura,Kumudavathy,,,Operational since 1964,1566,44.51,,20.77,12.39,4.451,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),75.2586,14.1869
India,IND,,Jivrekha,Irrigation,Maharashtra,Jafarabad,Jivrekha,,,Operational since 1964,,2.04,,20,7,0.204,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ekburji,Irrigation,Maharashtra,Washim,Chandrabhaga,,,Operational since 1964,,2.18,,23.7,14.1,0.218,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kedarnath,Irrigation,Maharashtra,Hadgaon,Local Nala,,,Operational since 1964,,,,17,7,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Banchor,Irrigation,Madhya Pradesh,Raisen,,,,Operational since 1964,,4.3,,24,10.188,0.43,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nagda Nalla,Irrigation,Madhya Pradesh,N.A.,N.A.,,,Operational since 1964,,67.8,,27.24,1.845,6.78,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nandanwara,Irrigation,Madhya Pradesh,N.A.,N.A.,,,Operational since 1964,,,,17.68,26.795,,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Simarar,Irrigation,Madhya Pradesh,Katani,Simrar,,,Operational since 1964,,105.8,,25.6,13.08,10.58,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Tehraka,Irrigation,Madhya Pradesh,Tik'Garh,Local,,,Operational since 1964,,,,12.8,5.35,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Matatila,"Irrigation, Hydropower",Uttar Pradesh,Jhansi,Betwa,,,Operational since 1964,1552,1.3885,,45.72,1020,0.13885,,66,,,,,,,,,,,,,,,,,Government of Uttar Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),78.3711,25.0986
India,IND,,Ramadugu,Irrigation,Andhra Pradesh,Nizamabad,Ramadugu,,,Operational since 1964,,63.5,,23,18.046,6.35,,,,,,,,,,,,,,,,,,,Government of Andhra Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sali Vagu,Irrigation,Andhra Pradesh,Warangal,Salivagu,,,Operational since 1964,,48.36,,17,15.889,4.836,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Hinauti,Irrigation,Uttar Pradesh,Mirjapur,Koi Nala,,,Operational since 1964,,49.21,,10.67,6.147,4.921,,,,,,,,,,,,,,,,,,,Government of Uttar Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Chandana,Irrigation,Madhya Pradesh,Shahdol,Local,,,Operational since 1964,,4.572,,16.8,1.228,0.4572,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Shetrunji,Irrigation,Gujarat,Palitana,Shetrunji,,,Operational since 1965,1634,,,32,673.4,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),71.8753,21.4703
India,IND,,Kana,Irrigation,Rajasthan,Abu Road,Tr. Of Sukli,,,Operational since 1965,,708.5,,13.41,3.2256,70.85,,,,,,,,,,,,,,,,,,,Government of Rajasthan,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Danta,Irrigation,Rajasthan,Sirohi,Krishnawati,,,Operational since 1965,,708.5,,15.5,7.64,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bhadra,"Irrigation, Hydropower",Gujarat,Nakhatarna,Local Stream,,,Operational since 1965,1587,1.1725,,76.81,1790,0.11725,,66,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),75.63375,13.699583
India,IND,,Dantiwada Reservoir,Irrigation,Gujarat,Dhaner,Limbdi,,,Operational since 1965,,,,61,464.39,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Jadawas,Irrigation,Gujarat,Rapar,Local Stream,,,Operational since 1965,,,,26,1.71,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kamalpurnaka Irrgn.,Irrigation,Gujarat,Lunawada,Jadawash,,,Operational since 1965,,,,24,1.877,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
